情绪,专家意见
,黄金晚间冠军朱1333附近阻力，日内多空分水岭、、、原油晚间关注属于，现价适合轻仓做多(2018-01-18 20:08:43)
,预计美元会持续下跌，欧元有望进一步上涨，暂时可以按照这样的思路去分析行情，届时灵活应变(2018-01-18 20:09:13)
,预计美元会持续下跌，欧元有望进一步上涨，暂时可以按照这样的思路去分析行情，届时灵活应变(2018-01-18 20:09:53)
1,110.90附近逢低买入，现价不多(2018-01-18 20:10:16)
1,可以轻仓做，止损111.50，若价格向上突破，可反手加仓50%做多，，，短线对待(2018-01-18 20:10:48)
1,是呀，近期人民币一直在走强(2018-01-18 20:11:00)
0,晚间关注1333附近阻力，不突破可尝试做空，现价没合适的操作建议(2018-01-18 20:11:25)
0,是的，一直在下跌，今年可能会跌至85.00附近(2018-01-18 20:11:50)
,0
,0
,难度很大(2018-01-29 15:45:11)
,趋近于4.6附近就可以逐步的去兑换了(2018-01-29 15:34:01)
1,本周才开始，没法去猜测的，需要耐心去等待。美元/人民币而言短期看6.33-6.35能否反踩回去站稳，若不能站稳下一步看6.26附近， 站稳有望短期到6.4-6.43之间(2018-01-29 15:33:29)
,镑美结汇近期趋近于9附近都可以考虑(2018-01-29 15:03:00)
,纽元要看对美元还是人民币，目前来看是在高位震荡，是否下跌需要看周三后的走势(2018-01-29 15:01:22)
1,如果大规模基建的话会有大量外部投资资金进入美国，那么就会利好美元(2018-01-29 14:50:58)
,是的(2018-01-29 14:50:26)
,日内 当前在1.408-1.415之间窄幅震荡为主，今日可以高估低渣，止损30点左右就好，供参考 (2018-01-29 14:50:07)
0,低位不建议持有，建议短线获利为主，做好相应的止损吧，防止意外(2018-01-29 14:49:28)
,没有加息预期，关键看措辞怎么发布(2018-01-29 14:44:14)
,可以考虑，警戒线108.20-30即可。今日没啥重点数据，关注交投时间欧美盘就可以(2018-01-29 14:43:47)
,关键是美国现出来干预汇率，尤其是美国财长主动说汇率低有利于出口，现在中央行在贸易上不好出来直接干预(2018-01-29 14:38:20)
0,可以轻仓考虑，止损不超过30点，供参考(2018-01-29 14:36:38)
,目前刚需选择性不大， 没法给建议(2018-01-29 14:35:26)
0,短线开始关注回调走势，反弹阻力1.2437-45 可高空 止损1.2470 目标1.2401  1.2380；  18点之前 先见到1.2367附近一带 轻仓做多 止损1.2337 目标1.2392   1.2418附近，供参考，可加企鹅群【四三三 三零八 九二八】咨询，群里也有老师指导，及时解答交易/换汇难题，【送福利，年底疯狂打CALL】即刻添加：fx-xl-jyzd 微信号，免费领取VIP会员权限，享受全方面喊单、指导以及沙龙互动，更有机会报名参加宗校立老师现场(2018-01-29 14:24:06)
,"这个没法去预测，给机会就去选择购汇够好。对于澳元、纽元、加元的需求，人民币兑换可以逐步去选择，之前给的澳元5、05-5.08区域，纽元4.6附近和加元5.1附近基本以及到达，是否贪吃就看你的选择了。
（现价段是人民币被动升值，其他外币对于美元升值幅度不是很大稍有下跌就/人民币下跌较大，这是给购汇的好机会，当然购汇美元也是好机会，预计结汇在4-6月份去选择）
这是上周五在群里给出建议的(2018-01-29 14:19:08)"
,澳元在5.1下方都可以去选择购汇，上周五在群里明确直接提示的。机会给了不要错过，只有合适没有绝对的(2018-01-29 14:17:14)
,结汇近期是真没有建议(2018-01-29 14:09:37)
,需求美元，人民币购汇的话近期在低位都可以选择了(2018-01-29 14:09:22)
,"美日今日是看围绕109上下震荡，下方支撑108.4附近，上方压力109.20-30,；镑美1.4150-70的压力区域，下方1.3070-80的支撑。基本都是看高估低渣的走势(2018-01-29 14:08:54)"
,0
,0
,下午好，是的，目前并没有改变这个观点(2018-01-29 14:04:46)
,18年暑假需求建议等4月后去兑换，预计是8.65-8.7左右，供参考(2018-01-29 14:04:15)
,本周的焦点在周三ADP和周四美联储利率决议，周五非农，。对于非农而言影响基本可以忽略的(2018-01-29 14:02:59)
,当前在1.408-1.415之间窄幅震荡为主，今日可以高估低渣，止损30点左右就好，供参考(2018-01-29 14:00:45)
,"加元对于美元而言近期是较强势的，因为美元自身很弱，故美加是下跌；加元/人民币而言是震荡为主，两周都强，基本是在5.1-5.15之间徘徊，对于兑换而言短期刚需的就在趋近于5.1附近去直接兑换，不是刚需的兑换3-5成，剩下的在3-5月份在5.03-5.05区域去全部兑换，供参考
(2018-01-29 13:57:40)"
,不知道你看的镑美是看涨还是看跌，当前在1.408-1.415之间窄幅震荡为主(2018-01-29 13:55:07)
,奥美目前在高位0.81上下震荡，短期呢铁矿石有在下跌，故奥美上涨有限，不过美元在低位徘徊，故大区间0.795-0.817之间高位宽幅震荡为主(2018-01-29 13:51:59)
0,美元/人民币近期一直在震荡下跌，短期看6.33-6.35能否反踩回去站稳，若不能站稳下一步看6.26附近， 站稳有望短期到6.4-6.43之间(2018-01-29 13:50:18)
,0
,加元一直在走强，美元在走弱，美元换加元宜早不宜迟(2018-01-29 20:07:08)
,0
,你好，本周四和周五才是根本解决美元是否触底的最大因素(2018-01-29 11:37:16)
1,你好，如果选择买入推荐当前就可以考虑(2018-01-29 11:37:43)
,你好，预计下跌空间在缩窄(2018-01-29 11:29:13)
0,你好，在刚刚过去的一周，美元空头如一阵风暴席卷整个金融市场，美元指数大跌创逾三年新低，除了美国贸易保护主义担忧、欧洲央行行长德拉基鹰派言论的影响之外，美国财长努钦的美元走软对美国有利的言论更是重创了美元。展望本周，将有包括美联储决议、非农、美国国情咨文以及美国PCE数据等众多经济数据公布，此外美国内需虽强劲，但第四季度经济增长预期依旧放缓，美国税改后续影响以及未来加息预期仍是市场不可忽视的地方，美元的弱势地位能否解除，还需经历层层考验。我认为美联储利率会议和非农将决定美元生死，美元是否迎来救赎就看本周，我也同意本周行情非常大的观点，如需及时行情解析可以加我的微信号；dongxing699(2018-01-29 11:19:09)
0,你好，镑美理论上没有你这个价格，我猜测你是1.420多单吧，镑美短期有所遇阻建议反弹至1.4200及时平仓(2018-01-29 11:13:29)
0,你好，欧美压力位1.2440做空(2018-01-29 11:04:46)
0,美元一直在下跌，暂时不能结汇，目前很被动(2018-01-29 20:07:51)
,现在就可以开始兑换了(2018-01-29 20:08:10)
,你好，不排除短期触顶可能性(2018-01-29 11:03:22)
,现在就可以兑换，汇率处于较高为主(2018-01-29 20:09:21)
,0
,0
,现在换一半，其余的暂时等等(2018-01-29 20:10:09)
,0
,你好，可能性不大(2018-01-29 10:53:31)
0,你好，盘中一定反弹会有，注意压力位1.4200(2018-01-29 11:03:56)
1,你好，镑日不推荐做空，镑美反弹可以激进考虑(2018-01-29 10:53:19)
,你好，美元指数有企稳迹象，美元兑人民币待企稳(2018-01-29 11:05:56)
0,你好，今天镑美预计震荡，高位回调可能性偏大(2018-01-29 10:52:54)
,你好，想兑换的时候就无需在等(2018-01-29 11:38:02)
0,幅度有限，整体走势暂时还是偏空的(2018-01-29 20:10:38)
1,你好，美瑞关注支撑0.9310(2018-01-29 11:04:34)
0,你好，以趋势来说是空为主(2018-01-29 10:27:32)
,现在就开始兑换(2018-01-29 20:10:51)
,你好，考虑154.2附近(2018-01-29 10:26:56)
1,现在开始兑换，加元近期表现很强势(2018-01-29 20:08:47)
,你好，现价兑换是有价值的(2018-01-29 10:19:06)
,你好，建议可以兑换了(2018-01-29 10:18:47)
0,你好，美日日内阻力109.2(2018-01-29 10:07:47)
0,你好，美日今天主要看是否企稳，压力位109.2(2018-01-29 10:08:03)
0,你好，镑美阻力位1.4220(2018-01-29 10:00:24)
1,你好，美加分析看日线目前在布林带下轨获得一定支撑，如果今天企稳1.2370上方则短期将看涨(2018-01-29 09:53:38)
,你好，我认为是的(2018-01-29 09:58:54)
,0
,0
,你好，本周市场将迎来美国12月份PCE物价指数和欧元区四季度GDP数据，随后是美联储利率决议和美国1月ISM制造业PMI，最后还有美国12月份非农就业报告压轴登场。超级周已经拉开序幕，预计非美货币，黄金，原油均会大幅波动，如需及时行情解析可以添加我的微信号：dongxing699(2018-01-29 09:48:56)
0,你好，刚刚过去的一周，在IMF上调了全球未来经济增长预期的背景下，EIA原油库存再次下降，创下记录最长连续下降，同时美元大幅下跌，帮助油价继续冲高。不过我个人认为，随着美元的逐步企稳可能性，以及市场开始进行套期保值，不排除美原油在68美元遇阻。(2018-01-29 09:43:47)
,你好，当前兑换有价值(2018-01-29 10:08:21)
0,"你好，作为观察美国通胀变化的重要指标之一的PCE物价指数，尤其是核心PCE物价指数，历来是每个月市场重点关注的一个数据，因为这个和美联储最关注的通胀有关。目前市场预期美国12月份核心PCE物价指数将增长1.6%，相对比11月份的1.5%要乐观，如果数据符合预期或者好于预期，有望给美元提供一些支撑；但如果数据表现不佳，则美元可能会延续跌势。
(2018-01-29 09:41:58)"
,你好，我认为有这个机会(2018-01-29 09:39:33)
,你好，本周数据众多，对于美元影响很大，有企稳的可能性(2018-01-29 09:39:21)
,你好，刚刚过去的一周市场波动较大，美元指数大跌创逾三年新低，多数非美货币创多年新高，国际油价大幅上涨，现货黄金也涨至一年半高位，接下来的一周也不会太过平静，首先将迎来的是美国12月份PCE物价指数和欧元区四季度GDP数据，随后是美联储利率决议和美国1月ISM制造业PMI，最后还有美国12月份非农就业报告压轴登场(2018-01-29 09:38:51)
,你好，如果以长期布局来说，可以考虑(2018-01-29 09:42:12)
,你好，如果以长期角度看，现在换也是合适的(2018-01-29 09:36:04)
0,你好，预计会，你好，本周有许多超级数据和美元有关，按照美元这种超跌程度，不如等美联储利率后（本周四凌晨3点），因为从走势上看，非美货币高位已经开始回调了(2018-01-29 09:30:49)
0,你好，本周黄金主体建议高空为主，压力1355，日内支撑关注1345 1341.(2018-01-29 09:31:14)
0,你好，本周有许多超级数据和美元有关，按照美元这种超跌程度，不如等美联储利率后（本周四凌晨3点），因为从走势上看，非美货币高位已经开始回调了(2018-01-29 09:30:12)
,你好，镑美高位运行，现在在5日均线处震荡，压力位1.4170，支撑位1.4070(2018-01-29 09:33:21)
0,你好，今天欧美回调的话1.2350附近(2018-01-29 09:27:56)
1,你好，澳美均线支撑不错，建议0.8050轻仓做多(2018-01-29 09:33:38)
,你好，等待企稳(2018-01-29 09:36:12)
1,你好，镑美走势较强，但是高位情况下还是注意回落可能性，日内关注1.4080支撑(2018-01-29 09:26:56)
0,"大家早上好，我是汪东兴，本周上午由我与大家探讨外汇行情。黄金上周经历了大起大落，在1365-1330区间宽幅震荡。上周初，美国政府经历了关门危机，黄金一度受到支撑，而且知情人士透露，参议院民主党领袖舒默撤回了为美墨边境墙提供资金的方案，若三周后未能达成新的拨款法案，美联邦政府将再次面临停摆风险。今天黄金建议1355美元做空，目标1345,1341，止损1360美元(2018-01-29 09:20:13)"
1,你好，这个我认为还是取决于大宗商品行情，个人认为澳元会升值(2018-01-29 09:23:06)
0,你好，美日低位震荡，预计企稳反弹，欧美高位回落为主行情看法(2018-01-29 09:23:26)
,0
,0
,你好，从非美货币看，有回调趋势，故美元本周有望企稳(2018-01-29 09:36:41)
,0
,你好，今晚的讲话相对于凌晨特朗普接受采访时候的讲话影响小，市场反应有限。(2018-01-26 21:47:49)
0,你好，美日操作思路反弹高空，上方压力首先关注109.50区域，临近周五收盘，避险品种进场需谨慎。(2018-01-26 21:44:46)
,你好，数据有好有坏，GDP表现不如预期，核心通胀表现较好，美元目前上下波幅有限。(2018-01-26 21:41:40)
,你好，看盘软件4小时周期下的图表。如需更多外汇技术指导，可添加微信号xi13762 202524，进行详细咨询。(2018-01-26 21:20:47)
0,你好，英镑目前陷入高位整理走势，要做多最好等待价格回调至4H级别布林带中轨附近再寻找进场机会。(2018-01-26 21:14:47)
0,你好，数据前不猜方向，美元短线反弹后还是择机高空。而且大家应该更多关注美国官员以及特朗普在达沃斯论坛的讲话，这个对价格走势影响比数据大。(2018-01-26 21:06:28)
,你好，欧美关注下方1.2390区域，镑美关注下方1.4180区域。如需更多外汇技术指导，可添加微信号xi13762 202524，进行详细咨询。(2018-01-26 20:57:51)
0,你好，如果要中期做空美日，建议选择更高的位置进场，美日目前周线级别宽幅整理区间108~115范围，如果要布局尽量再111.00之上再考虑。(2018-01-26 20:40:09)
,你好，如果不急着结汇可以先拿一拿，后续反弹再进行结汇。(2018-01-26 20:24:35)
0,你好，美加短线操作思路仍然是逢高做空为主，上方压力关注1.2360以及1.2400区域。(2018-01-26 20:22:41)
0,你好，欧瑞前期上升楔形走势于昨日向下跌破趋势线，短期顶部形成，后续关注1.1600以及1.1530区域测试情况再判断是否形成趋势反转。(2018-01-26 20:17:52)
,你好，近期5.12附近就可以考虑兑换一部分，剩下的部分看有没有机会再次测试5.0区域。(2018-01-26 20:15:50)
0,你好，109.50可以轻仓尝试空单，止损日内高点上方。(2018-01-26 20:14:28)
0,你好，欧美做空建议等待上方1.2500区域小止损尝试。如需更多外汇技术指导，可添加微信号xi13762 202524，进行详细咨询。(2018-01-26 20:11:38)
,你好，短期内大幅回升的概率较小，如果需要购入建议分配好资金。(2018-01-26 20:07:13)
1,你好，镑日近期展开震荡上行走势，做多不建议高位追单，可留意4H级别布林带中轨回踩后的进场机会，支撑位关注155.00区域。(2018-01-26 20:06:14)
1,你好，各位新浪的朋友们晚上好，我是分析师陈一铭，本周晚间将由我为大家做外汇分析指导。磅日近期展开震荡上行走势，做多不建议高位追单，可留意4H级别布林带中轨回踩后的进场机会，支撑位关注155.00区域。(2018-01-26 20:04:22)
,0
0,你好，走势上目前还是偏空的，暂时没有反转迹象出现。还有下跌可能(2018-01-26 16:41:08)
0,日元走势震荡偏空，后市还有回落可能，需要结汇，现在就可以考虑(2018-01-26 16:38:46)
,0
,0
0,"你好，美加目前走势偏空，需要兑换建议及时兑换。如需更多的交易技巧课程的学习可以关注微信公众号：hzzsm888,获取相关的资讯和内容。(2018-01-26 16:37:20)"
0,你好，若晚间再破新低预计再反弹的机会不大(2018-01-26 16:07:01)
,你好，目前没有见底迹象(2018-01-26 15:39:41)
,下午好，昨日的低点位置，是今天的初步支撑位(2018-01-26 15:40:38)
0,你好，美日昨日虽然出现反弹，但是日线依然收在5日均线下方，趋势上美日还是空头，做多不是很安全(2018-01-26 15:39:26)
1,你好，黄金昨日波动比较大，今天收周线，建议日内稳健布局，关注1340/1338的支撑位做多。(2018-01-26 15:41:51)
,你好，镑美短期关注1.456，镑纽看1.983(2018-01-26 15:17:36)
0,你好，美加是下跌趋势，反弹有一定的难度，初步支撑位置是1.231(2018-01-26 15:15:34)
,你好，美指近期受到美国财长和特朗普讲话的影响，波动相对较大(2018-01-26 14:51:55)
,你好，欧日是横盘震荡行情，上下区间135.0/136.2，可以区间布局，破位离场。(2018-01-26 14:29:09)
0,你好，美日在周三跌破110.0的支撑位后，提示过短期的行情走势上方，关注110.0/110.1的阻力位，做空可以一次位防守点位进场布局。短期下方关注108。0，如需详细的图形解析，及行情分析，可以添加微信号：zsmlili1818，获取相关的学习课程和资料。(2018-01-26 13:59:09)
0,你好，建议做外汇交易还是要注意行情的趋势，若行情是明显的下跌趋势，做多面临的风险也是比较大的(2018-01-26 13:34:36)
0,你好，本周美国财政部长努钦的讲话对美元造成重创，昨日特朗普再接受采访时发表讲话，其中提到美国财政部长努钦关于美元的讲话被媒体断章取义。同时还强调，随着美国经济不断向好，最终希望看到更强势的美元。这样的言论在昨日支撑了美元，值得注意的是，这和2016年特朗普上任时提出认为美元价格过高的言论相悖，总体是来说，目前就美元兑人民币的走势上来看，没有明显的反转迹象，前期的加速下跌行情还没有缓和，如果现在持有，不妨关注6.3附近的支撑位，若弱势延续，该要离场还是要离场的。(2018-01-26 13:31:52)
1,你好，英镑预计还会有上涨机会，可以继续持有。(2018-01-26 13:23:38)
,你好，可以现在兑换。(2018-01-26 13:23:14)
,你好，目前没有明显的企稳反转迹象出现。(2018-01-26 13:13:55)
0,可以再等等，还有下跌的可能(2018-01-26 13:10:48)
1,你好，镑日的趋势还是上涨的，走势上继续看涨，短期下方关注153.8的支撑位，上方关注156.4的阻力位。(2018-01-26 13:08:27)
0,你好，澳元后市还有下跌机会，不急用可以考虑再等等，大家下午好，我是分析师周筱冰，今天下午由我为大家做外汇行情的分析和指导。(2018-01-26 13:07:16)
,0
0,你好，美瑞大趋势看还是偏空走势，上方阻力可重点关注0.9460，守住阻力位偏空布局，当前处于0.94整数位，在没有站稳前不考虑多单。(2018-01-26 11:42:26)
,0
,0
0,你好，人民币兑英镑呈偏空震荡，可以当前兑换一些，用的时候再兑换。(2018-01-26 11:54:26)
,你好，特朗普的言论短期有一定提振作用，不过整体看还未出现明显反弹走势，若不是急用，暂时可以先缓缓，等待明显企稳后再兑换也未尝不可，你说呢。(2018-01-26 11:57:25)
,你好，可以考虑人民币，欧元，英镑等等(2018-01-26 11:57:50)
1,你好，当前暂时不进，在1.4200附近有阻力，若能站稳1.4230可以轻仓短多，一般止损在30个点左右，短期不排除会有震荡需求。(2018-01-26 11:07:30)
1,你好，个人觉得白银后期还有一定上行空间，可以中长线布局。(2018-01-26 12:00:58)
,你好，可以考虑欧元或英镑(2018-01-26 11:58:16)
1,你好，昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话助美元指数短线反弹逾百点，近期重点关注美指动向，在昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，有机会再创新低则会延续空头趋势。 (2018-01-26 11:35:18)
,你好，不用兑换成美元，短期美元并没有企稳迹象，可以考虑欧元或英镑(2018-01-26 12:00:06)
,你好，欧美昨日在重大利好和重大利空影响后，最终录得带长上影线的小阴线，不过小时线在下方60日均线的支撑下，多头重新上扬，不过日内还需关注上方1.2460附近的阻力，日内依据5日均线1.2350的支撑短多布局，后期跟进可咨询微信jingzhe1688，了解更多资讯和交易技巧。(2018-01-26 10:26:06)
1,你好，个人比较看好白银后期涨势，首先在美国贸易上，打响了贸易战，预计会引发避险需求，将会利好白银，然后在政治危机上特朗普就任的半年来，美元指数就不断下跌，军事冲突、通俄门、医改受阻等事件都对银价形成较大利好；最后两党分歧犹存，美政府面临再关门的风险，将会进一步助力白银。后期跟进分析可详细了解。(2018-01-26 10:21:42)
,你好，磅美回调后再5日均线的支撑下，小幅反弹，日内可关注1.4100和1.4040的支撑，暂时短线低多布局，上方阻力在1.4250附近以及上方1.4345附近的高点，若没有重大利空，预计短期会有震荡需求。(2018-01-26 09:43:30)
1,你好，黄金进场的多单先看1355，日内暂时短线操作，逢高减仓，后续还需关注美指动向。(2018-01-26 09:37:43)
1,你好，昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话助美元指数短线反弹逾百点，近期重点关注美指动向，在昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，暂时不过多看涨或是看空。(2018-01-26 09:33:27)
1,大家早上好，很高兴今天为大家解析外汇行情的走势；昨日纽约时段，特朗普接受采访时表示，随着美国经济不断向好，最终希望看到更强势的美元；该讲话打消了市场对于美国政府倾向美元继续贬值的猜测，助美元指数短线反弹逾百点，其他各主要货币对均走出百点以上的跌幅。近期重点关注美指动向，一方面是美指昨日创的88.43的新低后在特朗普的助力下，美指出现反弹，触及89.5的阻力位，日内先关注美指能否再次录得新低，暂时不过多看涨或是看空，另一方面根据美指结合各国经济分析其他货币的走势，后期更多分析可咨询微信jingzhe1688，了解更多资讯和交易技巧。(2018-01-26 09:07:02)
0,你好，澳美昨日创新高后，高位震荡，不过未能有效突破欧盘时刻的高点，凌晨的特朗普的助力下，大幅回落，日内关注10日均线0.8的支撑位，日内回调底部暂时看0.8，从大趋势看在上年9月份的高点也在此位置，若后期能够突破预计将会打开进一步的上行空间，否则会有一定较大的回调，强支撑在0.7890、0.7800附近。(2018-01-26 09:15:08)
1,你好，磅美近期偏于强势，不过受凌晨特朗普的评论发表后，利多美元，利空非美货币，近期可关注美指的低点能否出现新低，一旦出现新低，后期趋势还是空头，日内建议企稳后布局，要不然不盲目进场。(2018-01-26 08:48:30)
,0
1,"你好，欧美回调首先关注1.2450区域。今日晚间外汇交流指导到此结束，如需更多外汇技术指导，可添加微信号yishuang656,进行详细咨询。(2018-01-25 22:30:23)"
1,你好，镑美短线还是可以采取做多策略，但不建议采取追单进场。(2018-01-25 22:11:48)
,"请问8月前美加会回弹吗？能回到1.27吗？谢谢[2018-01-25 22:05:35]
陈一铭回答如下：你好，这个时间跨度比较大，一切皆有可能，但你需要考虑你的资金能否承受向下的波动的风险。2018-01-25 22:07:22(2018-01-25 22:10:14)"
1,"你好，如果要考虑布局长线多单不建议在这个位置进场。如需更多外汇技术指导，可添加微信号yishuang656,进行详细咨询。(2018-01-25 22:09:45)"
